SCIhardcopy,Environmental Health,,"maybe web, too"
SCIhardcopy,Environmental Microbiome,,"maybe web, too"
SCIhardcopy,Epigenetics & Chromatin,,"maybe web, too"
SCIhardcopy,Epigenetics Communications,,"maybe web, too"
SCIhardcopy,European Journal of Medical Research,,"maybe web, too"
SCIhardcopy,European Review of Aging and Physical Activity,,"maybe web, too"
SCIhardcopy,EvoDevo,,"maybe web, too"
SCIhardcopy,Evolution: Education and Outreach,,"maybe web, too"
SCIhardcopy,Experimental Hematology & Oncology,,"maybe web, too"
SCIhardcopy,Eye and Vision,,"maybe web, too"
SCIhardcopy,Fertility Research and Practice,,"maybe web, too"
SCIhardcopy,Fluids and Barriers of the CNS,,"maybe web, too"
SCIhardcopy,"Food Production, Processing and Nutrition",,"maybe web, too"
SCIhardcopy,Food Safety and Risk,,"maybe web, too"
SCIhardcopy,Frontiers in Zoology,,"maybe web, too"
SCIhardcopy,Fungal Biology and Biotechnology,,"maybe web, too"
SCIhardcopy,General Thoracic and Cardiovascular Surgery Cases,,"maybe web, too"
SCIhardcopy,Genes & Nutrition,,"maybe web, too"
SCIhardcopy,Genes and Environment,,"maybe web, too"
SCIhardcopy,Genetics Selection Evolution,,"maybe web, too"
SCIhardcopy,Genome Biology,,"maybe web, too"
SCIhardcopy,Genome Medicine,,"maybe web, too"
SCIhardcopy,Geochemical Transactions,,"maybe web, too"
SCIhardcopy,Global Health Research and Policy,,"maybe web, too"
SCIhardcopy,Globalization and Health,,"maybe web, too"
SCIhardcopy,Gut Pathogens,,"maybe web, too"
SCIhardcopy,Harm Reduction Journal,,"maybe web, too"
SCIhardcopy,Head & Face Medicine,,"maybe web, too"
SCIhardcopy,Health & Justice,,"maybe web, too"
SCIhardcopy,Health and Quality of Life Outcomes,,"maybe web, too"
SCIhardcopy,Health Economics Review,,"maybe web, too"
SCIhardcopy,Health Research Policy and Systems,,"maybe web, too"
SCIhardcopy,Hereditary Cancer in Clinical Practice,,"maybe web, too"
SCIhardcopy,Hereditas,,"maybe web, too"
SCIhardcopy,Human Genomics,,"maybe web, too"
SCIhardcopy,Human Resources for Health,,"maybe web, too"
SCIhardcopy,IMA Fungus,,"maybe web, too"
SCIhardcopy,Immunity & Ageing,,"maybe web, too"
SCIhardcopy,Implementation Science,,"maybe web, too"
SCIhardcopy,Implementation Science Communications,,"maybe web, too"
SCIhardcopy,Infectious Agents and Cancer,,"maybe web, too"
SCIhardcopy,Infectious Diseases of Poverty,,"maybe web, too"
SCIhardcopy,Inflammation and Regeneration,,"maybe web, too"
SCIhardcopy,Injury Epidemiology,,"maybe web, too"
SCIhardcopy,International Breastfeeding Journal,,"maybe web, too"
SCIhardcopy,International Journal for Educational Integrity,,"maybe web, too"
SCIhardcopy,International Journal for Equity in Health,,"maybe web, too"
SCIhardcopy,International Journal of Arrhythmia,,"maybe web, too"
SCIhardcopy,International Journal of Behavioral Nutrition and Physical Activity,,"maybe web, too"
SCIhardcopy,International Journal of Emergency Medicine,,"maybe web, too"
SCIhardcopy,International Journal of Health Geographics,,"maybe web, too"
SCIhardcopy,International Journal of Mental Health Systems,,"maybe web, too"
SCIhardcopy,International Journal of Retina and Vitreous,,"maybe web, too"
SCIhardcopy,Irish Veterinary Journal,,"maybe web, too"
SCIhardcopy,Israel Journal of Health Policy Research,,"maybe web, too"
SCIhardcopy,Italian Journal of Pediatrics,,"maybe web, too"
SCIhardcopy,"Journal of Activity, Sedentary and Sleep Behaviors",,"maybe web, too"
SCIhardcopy,Journal of Animal Science and Biotechnology,,"maybe web, too"
SCIhardcopy,Journal of Applied Volcanology,,"maybe web, too"
SCIhardcopy,Journal of Biological Engineering,,"maybe web, too"
SCIhardcopy,Journal of Biomedical Science,,"maybe web, too"
SCIhardcopy,Journal of Biomedical Semantics,,"maybe web, too"
SCIhardcopy,Journal of Cannabis Research,,"maybe web, too"
SCIhardcopy,Journal of Cardiothoracic Surgery,,"maybe web, too"
SCIhardcopy,Journal of Cardiovascular Magnetic Resonance,,"maybe web, too"
SCIhardcopy,Journal of Cheminformatics,,"maybe web, too"
SCIhardcopy,Journal of Cotton Research,,"maybe web, too"
SCIhardcopy,Journal of Eating Disorders,,"maybe web, too"
SCIhardcopy,Journal of Ethnic Foods,,"maybe web, too"
SCIhardcopy,Journal of Ethnobiology and Ethnomedicine,,"maybe web, too"
SCIhardcopy,Journal of Experimental & Clinical Cancer Research,,"maybe web, too"
SCIhardcopy,Journal of Foot and Ankle Research,,"maybe web, too"
SCIhardcopy,"Journal of Health, Population and Nutrition",,"maybe web, too"
SCIhardcopy,Journal of Hematology & Oncology,,"maybe web, too"
SCIhardcopy,Journal of Inflammation,,"maybe web, too"
SCIhardcopy,Journal of Intensive Care,,"maybe web, too"
SCIhardcopy,Journal of Medical Case Reports,,"maybe web, too"
SCIhardcopy,Journal of Nanobiotechnology,,"maybe web, too"
SCIhardcopy,Journal of Neurodevelopmental Disorders,,"maybe web, too"
SCIhardcopy,Journal of NeuroEngineering and Rehabilitation,,"maybe web, too"
SCIhardcopy,Journal of Neuroinflammation,,"maybe web, too"
SCIhardcopy,Journal of Occupational Medicine and Toxicology,,"maybe web, too"
SCIhardcopy,Journal of Orthopaedic Surgery and Research,,"maybe web, too"
SCIhardcopy,Journal of Otolaryngology - Head & Neck Surgery,,"maybe web, too"
SCIhardcopy,Journal of Ovarian Research,,"maybe web, too"
SCIhardcopy,Journal of Pharmaceutical Health Care and Sciences,,"maybe web, too"
SCIhardcopy,Journal of Pharmaceutical Policy and Practice,,"maybe web, too"
SCIhardcopy,Journal of Physiological Anthropology,,"maybe web, too"
SCIhardcopy,Journal of Translational Medicine,,"maybe web, too"
SCIhardcopy,Knee Surgery & Related Research,,"maybe web, too"
SCIhardcopy,Laboratory Animal Research,,"maybe web, too"
SCIhardcopy,Lipids in Health and Disease,,"maybe web, too"
SCIhardcopy,Malaria Journal,,"maybe web, too"
SCIhardcopy,"Maternal Health, Neonatology and Perinatology",,"maybe web, too"
SCIhardcopy,Microbial Cell Factories,,"maybe web, too"
SCIhardcopy,Microbiome,,"maybe web, too"
SCIhardcopy,Military Medical Research,,"maybe web, too"
SCIhardcopy,Mobile DNA,,"maybe web, too"
SCIhardcopy,Molecular Autism,,"maybe web, too"
SCIhardcopy,Molecular Brain,,"maybe web, too"
SCIhardcopy,Molecular Cancer,,"maybe web, too"
SCIhardcopy,Molecular Cytogenetics,,"maybe web, too"
SCIhardcopy,Molecular Horticulture,,"maybe web, too"
SCIhardcopy,Molecular Medicine,,"maybe web, too"
SCIhardcopy,Molecular Neurodegeneration,,"maybe web, too"
SCIhardcopy,Movement Ecology,,"maybe web, too"
SCIhardcopy,Neural Development,,"maybe web, too"
SCIhardcopy,Neurological Research and Practice,,"maybe web, too"
SCIhardcopy,Nutrition & Metabolism,,"maybe web, too"
SCIhardcopy,Nutrition Journal,,"maybe web, too"
SCIhardcopy,One Health Advances,,"maybe web, too"
SCIhardcopy,One Health Outlook,,"maybe web, too"
SCIhardcopy,Orphanet Journal of Rare Diseases,,"maybe web, too"
SCIhardcopy,Parasites & Vectors,,"maybe web, too"
SCIhardcopy,Particle and Fibre Toxicology,,"maybe web, too"
SCIhardcopy,Patient Safety in Surgery,,"maybe web, too"
SCIhardcopy,Pediatric Rheumatology,,"maybe web, too"
SCIhardcopy,Perioperative Medicine,,"maybe web, too"
SCIhardcopy,"Philosophy, Ethics, and Humanities in Medicine",,"maybe web, too"
SCIhardcopy,Phytopathology Research,,"maybe web, too"
SCIhardcopy,Pilot and Feasibility Studies,,"maybe web, too"
SCIhardcopy,Plant Methods,,"maybe web, too"
SCIhardcopy,Pneumonia,,"maybe web, too"
SCIhardcopy,Population Health Metrics,,"maybe web, too"
SCIhardcopy,Porcine Health Management,,"maybe web, too"
SCIhardcopy,Proteome Science,,"maybe web, too"
SCIhardcopy,Radiation Oncology,,"maybe web, too"
SCIhardcopy,Renal Replacement Therapy,,"maybe web, too"
SCIhardcopy,Reproductive Biology and Endocrinology,,"maybe web, too"
SCIhardcopy,Reproductive Health,,"maybe web, too"
SCIhardcopy,Research Integrity and Peer Review,,"maybe web, too"
SCIhardcopy,Research Involvement and Engagement,,"maybe web, too"
SCIhardcopy,Respiratory Research,,"maybe web, too"
SCIhardcopy,Retrovirology,,"maybe web, too"
SCIhardcopy,Revista Chilena de Historia Natural,,"maybe web, too"
SCIhardcopy,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",,"maybe web, too"
SCIhardcopy,Skeletal Muscle,,"maybe web, too"
SCIhardcopy,Sleep Science and Practice,,"maybe web, too"
SCIhardcopy,Stem Cell Research & Therapy,,"maybe web, too"
SCIhardcopy,"Substance Abuse Treatment, Prevention, and Policy",,"maybe web, too"
SCIhardcopy,Surgical and Experimental Pathology,,"maybe web, too"
SCIhardcopy,Sustainable Earth Reviews,,"maybe web, too"
SCIhardcopy,Sustainable Environment Research,,"maybe web, too"
SCIhardcopy,Systematic Reviews,,"maybe web, too"
SCIhardcopy,The Journal of Headache and Pain,,"maybe web, too"
SCIhardcopy,The Journal of Physiological Sciences,,"maybe web, too"
SCIhardcopy,Thrombosis Journal,,"maybe web, too"
SCIhardcopy,Thyroid Research,,"maybe web, too"
SCIhardcopy,Translational Medicine Communications,,"maybe web, too"
SCIhardcopy,Translational Neurodegeneration,,"maybe web, too"
SCIhardcopy,Trials,,"maybe web, too"
SCIhardcopy,"Tropical Diseases, Travel Medicine and Vaccines",,"maybe web, too"
SCIhardcopy,Tropical Medicine and Health,,"maybe web, too"
SCIhardcopy,Urban Transformations,,"maybe web, too"
SCIhardcopy,Veterinary Research,,"maybe web, too"
SCIhardcopy,Virology Journal,,"maybe web, too"
SCIhardcopy,Women's Midlife Health,,"maybe web, too"
SCIhardcopy,World Journal of Emergency Surgery,,"maybe web, too"
SCIhardcopy,World Journal of Surgical Oncology,,"maybe web, too"
SCIhardcopy,Zoological Letters,,"maybe web, too"
GOVweb,U.S. Energy Information Administration,https: //www.eia.gov/environment/data.php,
agentweb,Our world in data,https://ourworldindata.ch/co2-dataset.sources,
agentweb,"IPCC, Inter-government Panel on Climate Change",https://www.ipcc.org/data/,
agentweb,data.world,https://data.world/datasets/emission,
agentweb,GHG Protocol,https://ghgprotocal.org/Third-Part-Databases/IPCC-Emissions- Factor-Database,
GOVweb,U.S. EPA,https://www.epa.gov/climateleadership/ghg-emission-factors-hub,
agentweb,GHG Protocol,https://ghgprotocal.org/life-cycle-databases,
agentweb,Joint Research Centre Data Catelogue-Datasets-Europa,https:/data.jrc.ec.europa.eu/-dataset?tag=emission+factors,
agentweb,本土用基礎原物料碳足跡排放係數,https://www.idbcfp.org.tw/ViewData.aspx?nnid=229,
agentweb,產品碳足跡資訊網,https://cfp-calculate.tw/cfpc/WebPage/LoginPage.aspx,
agentweb,(工研院)碳足跡係數資料庫DoITPro,https://scmp.itri.org.tw/Frontend/WebPage/Database/databaselistB_Industry.aspx,
agentweb,食品碳排放係數資料庫,,
opendata,碳足跡排放係數,https://data.gov.tw/dataset/28176,
opendata,台灣產品碳足跡資訊,https://data.gov.tw/dataset/8992,
agentweb,SimaPro,https://pre-sustainability.com/solutions/tools/simapro/,
agentweb,EcoReport,https://wfhb.org/category/public-affairs/ecoreport/,
agentweb,ecoinvent,https://ecoinvent.org/,
agentweb,Gabi,https://ghgprotocol.org/gabi-databases,
agentweb,openLCA,https://nexus.openlca.org/databases,
GOVweb,US LCI,https://www.nrel.gov/lci/,
agentweb,ELCD,https://nexus.openlca.org/database/ELCD,
agentweb,JEM-LCA,https://www.gdrc.org/uem/eia/lca-japan.html,
agentweb,Korean LCI,https://ghgprotocol.org/Third-Party-Databases/Korea-Life-Cycle-Inventory-Database,
